s58,455,"[]",.
s1978,449,"['Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Turn Right', 'Put Down', 'Turn Left', 'Forward', 'Turn Left', 'Pick Up']",.
s1978,449,"['Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Turn Right', 'Put Down', 'Turn Left', 'Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Turn Right', 'Put Down']",.
s1978,449,"['Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Turn Right', 'Put Down', 'Turn Left', 'Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Turn Right', 'Turn Left', 'Put Down']",ERROR
s1978,449,"['Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Turn Right', 'Put Down', 'Turn Left', 'Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Turn Right', 'Put Down']",.
s1978,449,"['Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Turn Right', 'Put Down', 'Turn Left', 'Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Turn Right', 'Put Down', 'Turn Left', 'Forward']",.
s1978,449,"['Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Turn Right', 'Put Down', 'Turn Left', 'Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Turn Right', 'Put Down', 'Turn Left', 'Forward', 'Pick Up', 'Turn Left', 'Put Down']",COMPLETED
s1978,479,"['Forward', 'Forward', 'Forward', 'Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Turn Right', 'Put Down']",.
s1978,479,"['Forward', 'Forward', 'Forward', 'Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Turn Right', 'Put Down', 'Turn Left', 'Forward', 'Pick Up', 'Turn Right', 'Put Down']",.
s1978,479,"['Forward', 'Forward', 'Forward', 'Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Turn Right', 'Put Down', 'Turn Left', 'Forward', 'Pick Up', 'Turn Right', 'Put Down', 'Turn Left', 'Turn Left', 'Pick Up', 'Turn Left', 'Put Down']",COMPLETED
s1978,475,"['Pick Up', 'Turn Right', 'Put Down', 'Jump', 'Jump', 'Jump', 'Jump', 'Jump', 'Pick Up', 'Turn Right', 'Put Down', 'Jump', 'Turn Left', 'Pick Up', 'Turn Right', 'Jump', 'Put Down']",COMPLETED
s1978,460,"['Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Pick Up', 'Turn Right', 'Put Down']",ERROR
s1978,460,"['Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Pick Up', 'Turn Right', 'Put Down']",ERROR
s1978,460,"['Forward', 'Forward', 'Forward', 'Forward', 'Forward']",ERROR
s1978,460,"['Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Pick Up', 'Turn Right', 'Put Down', 'Turn Left', 'Forward']",ERROR
s1978,460,"['Forward', 'Forward', 'Forward', 'Forward', 'Forward']",ERROR
s1978,460,"['Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Pick Up', 'Turn Right', 'Put Down', 'Turn Left', 'Forward', 'Turn Right', 'Turn Right']",.
s1978,460,"['Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Pick Up', 'Turn Right', 'Put Down', 'Turn Left', 'Forward', 'Turn Right', 'Jump', 'Forward', 'Turn Right', 'Jump', 'Turn Left', 'Jump', 'Jump', 'Forward']",COMPLETED
s1978,461,"['Pick Up', 'Turn Right', 'Forward', 'Put Down', 'Backward']",ERROR
s1978,461,"['Pick Up', 'Turn Right', 'Forward', 'Put Down', 'Backward', 'Turn Left', 'Forward', 'Pick Up', 'Backward']",ERROR
s1978,461,"['Pick Up', 'Turn Right', 'Forward', 'Put Down', 'Backward', 'Turn Left', 'Forward', 'Pick Up', 'Backward', 'Turn Right', 'Forward', 'Forward', 'Put Down']",.
s1978,461,"['Pick Up', 'Turn Right', 'Forward', 'Put Down', 'Backward', 'Turn Left']",ERROR
s1978,461,"['Pick Up', 'Turn Right', 'Forward', 'Put Down', 'Backward', 'Turn Left', 'Forward', 'Backward']",ERROR
s1978,461,"['Pick Up', 'Turn Right', 'Forward', 'Put Down', 'Backward', 'Turn Left', 'Forward', 'Pick Up', 'Backward']",ERROR
s1978,461,"['Pick Up', 'Turn Right', 'Forward', 'Put Down', 'Backward', 'Turn Left', 'Forward', 'Pick Up', 'Backward', 'Turn Right']",.
s1978,461,"['Pick Up', 'Turn Right', 'Forward', 'Put Down', 'Backward', 'Turn Left']",ERROR
s1978,461,"['Pick Up', 'Turn Right', 'Forward', 'Put Down', 'Backward', 'Turn Left', 'Forward', 'Pick Up', 'Backward', 'Put Down', 'Turn Right', 'Forward']",.
s1978,461,"['Pick Up', 'Turn Right', 'Forward', 'Put Down', 'Backward', 'Turn Left', 'Forward', 'Pick Up', 'Backward', 'Turn Right', 'Forward', 'Put Down']",.
s1978,461,"['Pick Up', 'Turn Right', 'Forward', 'Put Down', 'Backward', 'Turn Left', 'Forward', 'Pick Up', 'Backward', 'Turn Right', 'Forward', 'Put Down', 'Pick Up', 'Forward', 'Put Down', 'Forward']",.
s1978,461,"['Pick Up', 'Turn Right', 'Forward', 'Put Down', 'Backward', 'Turn Left', 'Forward', 'Pick Up', 'Backward', 'Turn Right', 'Forward', 'Put Down', 'Pick Up', 'Forward', 'Put Down', 'Forward', 'Forward']",COMPLETED
s1978,480,"['Forward', 'Pick Up', 'Turn Right', 'Put Down']",.
s1978,480,"['Forward', 'Pick Up', 'Turn Right', 'Put Down', 'Turn Left', 'Forward', 'Turn Right', 'Jump']",.
s1978,480,"['Forward', 'Pick Up', 'Turn Right', 'Put Down', 'Turn Left', 'Forward', 'Turn Right', 'Jump', 'Jump', 'Turn Right', 'Forward', 'Turn Left', 'Pick Up']",.
s1978,480,"['Forward', 'Pick Up', 'Turn Right', 'Put Down', 'Turn Left', 'Forward', 'Turn Right', 'Jump', 'Jump', 'Turn Right', 'Forward', 'Turn Left', 'Pick Up', 'Turn Left', 'Put Down']",.
s1978,480,"['Forward', 'Pick Up', 'Turn Right', 'Put Down', 'Turn Left', 'Forward', 'Turn Right', 'Jump', 'Jump', 'Turn Right', 'Forward', 'Turn Left', 'Pick Up', 'Turn Left', 'Put Down']",.
s1978,480,"['Forward', 'Pick Up', 'Turn Right', 'Put Down', 'Turn Left', 'Forward', 'Turn Right', 'Jump', 'Jump', 'Turn Right', 'Forward', 'Turn Left', 'Pick Up', 'Turn Left', 'Put Down']",ERROR
s1978,480,"['Forward', 'Pick Up', 'Turn Right', 'Put Down', 'Turn Left', 'Forward', 'Turn Right', 'Jump', 'Jump', 'Turn Right', 'Forward', 'Turn Left', 'Pick Up', 'Turn Left', 'Put Down']",.
s1978,480,"['Forward', 'Pick Up', 'Turn Right', 'Put Down', 'Turn Left', 'Forward', 'Turn Right', 'Jump', 'Jump', 'Turn Right', 'Forward', 'Turn Left', 'Pick Up', 'Turn Left', 'Put Down']",.
s1978,480,"['Turn Right', 'Jump', 'Forward', 'Turn Left', 'Jump', 'Turn Right', 'Pick Up', 'Turn Left', 'Put Down', 'Jump', 'Jump', 'Pick Up', 'Turn Right', 'Put Down']",.
s1978,480,"['Turn Right', 'Jump', 'Forward', 'Turn Left', 'Jump', 'Turn Right', 'Pick Up', 'Turn Left', 'Put Down', 'Jump', 'Jump', 'Pick Up', 'Turn Right', 'Put Down', 'Jump', 'Jump', 'Forward']",COMPLETED
s1978,455,"[]",.
s1978,359,"[]",.
s1978,217,"[]",.
s1978,167,"[]",.
s1978,361,"[]",.
s1978,361,"[]",.
s1978,361,"[]",.
s1978,156,"[]",.
s1978,359,"['Turn Right', 'Jump']",.
s1978,359,"['Turn Right', 'Jump', 'Turn Left', 'Forward', 'Forward', 'Forward', 'Forward']",.
s1978,359,"['Turn Right', 'Jump', 'Turn Left', 'Forward', 'Forward', 'Forward', 'Forward', 'Jump', 'Turn Right', 'Jump', 'Jump', 'Jump']",ERROR
s1978,359,"['Turn Right', 'Jump', 'Turn Left', 'Forward', 'Forward', 'Forward', 'Forward', 'Jump', 'Turn Right', 'Jump', 'Jump', 'Jump', 'Turn Right']",ERROR
s1978,359,"['Turn Right', 'Jump', 'Turn Left', 'Forward', 'Forward', 'Forward', 'Forward', 'Jump', 'Turn Right', 'Jump', 'Jump', 'Jump', 'Turn Right']",ERROR
s1978,359,"['Turn Right', 'Jump', 'Turn Left', 'Forward', 'Forward', 'Forward', 'Forward', 'Jump', 'Turn Right', 'Jump', 'Jump', 'Jump', 'Forward', 'Turn Right', 'Pick Up', 'Turn Left', 'Put Down']",.
s1978,359,"['Turn Right', 'Jump', 'Turn Left', 'Forward', 'Forward', 'Forward', 'Forward', 'Jump', 'Turn Right', 'Jump', 'Jump', 'Jump', 'Forward', 'Turn Right', 'Pick Up', 'Turn Left', 'Put Down']",.
s1979,455,"['Forward', 'Forward', 'Turn Left', 'Turn Right', 'Forward', 'Backward', 'Forward', 'Forward', 'Turn Left']",.
s1979,455,"['Forward', 'Backward', 'Turn Left']",.
s1979,455,"['Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward']",COMPLETED
s1979,464,"['Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward']",COMPLETED
s1979,446,"['Forward', 'Forward', 'Forward', 'Forward', 'Turn Left', 'Forward', 'Turn Right', 'Turn Left', 'Forward', 'Turn Right', 'Forward']",.
s1979,446,"['Forward', 'Forward', 'Forward', 'Forward', 'Turn Left', 'Forward', 'Forward', 'Turn Right', 'Turn Left']",ERROR
s1979,446,"['Forward', 'Forward', 'Forward', 'Forward', 'Turn Right', 'Turn Left']",ERROR
s1979,446,"['Forward', 'Forward', 'Forward', 'Forward', 'Turn Right', 'Turn Left']",ERROR
s1979,446,"['Forward', 'Forward', 'Forward', 'Forward', 'Turn Right']",ERROR
s1979,446,"['Forward', 'Forward', 'Forward', 'Forward', 'Turn Left', 'Forward', 'Forward', 'Turn Right', 'Forward', 'Forward']",.
s1979,446,"['Forward', 'Forward', 'Forward', 'Forward', 'Turn Left', 'Forward', 'Forward', 'Turn Right', 'Forward', 'Forward', 'Turn Right', 'Forward', 'Turn Left', 'Forward']",COMPLETED
s1979,443,"[]",ERROR
s1979,443,"[]",ERROR
s1979,443,"['Jump', 'Turn Right', 'Jump', 'Turn Right', 'Jump', 'Jump', 'Turn Right', 'Jump', 'Jump', 'Turn Right', 'Jump', 'Jump', 'Jump']",COMPLETED
s1979,447,"['Forward', 'Pick Up', 'Turn Right', 'Forward', 'Put Down', 'Turn Left', 'Pick Up', 'Backward', 'Backward', 'Put Down']",COMPLETED
s1979,455,"['Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward']",COMPLETED
s1979,464,"['Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward']",COMPLETED
s1979,446,"['Forward', 'Forward', 'Forward', 'Forward', 'Turn Left', 'Forward', 'Forward', 'Turn Right', 'Forward', 'Forward', 'Turn Right', 'Forward', 'Turn Left', 'Forward']",COMPLETED
s1979,443,"['Jump', 'Turn Right', 'Jump', 'Turn Right', 'Jump', 'Jump', 'Turn Right', 'Jump', 'Jump', 'Turn Right', 'Jump', 'Jump', 'Jump']",COMPLETED
s1979,447,"['Forward', 'Pick Up', 'Turn Right', 'Forward', 'Put Down', 'Turn Left', 'Pick Up', 'Backward', 'Backward', 'Put Down']",COMPLETED
s1979,448,"['Pick Up', 'Forward', 'Forward']",.
s1979,448,"['Pick Up', 'Forward', 'Forward']",ERROR
s1979,448,"['Pick Up', 'Forward', 'Put Down', 'Backward']",ERROR
s1979,448,"['Pick Up', 'Forward', 'Put Down']",.
s1979,448,"['Pick Up', 'Forward', 'Put Down', 'Turn Right', 'Forward', 'Forward']",.
s1979,448,"['Pick Up', 'Forward', 'Turn Right', 'Forward', 'Put Down']",COMPLETED
s1979,449,"['Forward', 'Turn Right']",ERROR
s1979,449,"['Forward', 'Turn Left', 'Pick Up', 'Turn Left', 'Turn Left', 'Put Down', 'Turn Left', 'Forward', 'Turn Right']",ERROR
s1979,449,"['Forward', 'Turn Left', 'Pick Up', 'Turn Left', 'Turn Left', 'Put Down', 'Turn Left', 'Forward', 'Turn Left', 'Pick Up', 'Turn Left', 'Turn Left', 'Put Down', 'Turn Left', 'Forward', 'Turn Right', 'Forward']",.
s1979,449,"['Forward', 'Turn Left', 'Pick Up', 'Turn Left', 'Turn Left', 'Put Down', 'Turn Left', 'Forward', 'Turn Left', 'Pick Up', 'Turn Left', 'Turn Left', 'Put Down', 'Turn Left', 'Forward', 'Turn Left', 'Forward']",COMPLETED
s1979,479,"[]",.
s1980,455,"[]",ERROR
s1980,455,"[]",ERROR
s1980,455,"['Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward']",COMPLETED
s1980,455,"['Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward']",COMPLETED
s1980,464,"['Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward']",COMPLETED
s1980,446,"['Forward', 'Forward', 'Forward', 'Forward', 'Turn Left', 'Forward', 'Forward', 'Turn Right', 'Forward', 'Forward', 'Turn Right', 'Forward', 'Turn Left', 'Forward']",COMPLETED
s1980,455,"['Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward']",COMPLETED
s1980,464,"['Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward']",COMPLETED
s1980,446,"['Forward', 'Forward', 'Forward', 'Forward', 'Turn Left', 'Forward', 'Forward', 'Turn Right', 'Forward', 'Forward', 'Turn Right', 'Forward', 'Turn Left', 'Forward']",COMPLETED
s1980,443,"['Jump', 'Turn Right', 'Jump', 'Turn Right', 'Jump', 'Jump', 'Turn Right', 'Jump', 'Jump', 'Turn Right', 'Jump', 'Jump', 'Jump']",COMPLETED
s1980,447,"['Forward', 'Pick Up', 'Turn Right', 'Forward', 'Put Down', 'Turn Left', 'Pick Up', 'Backward', 'Backward', 'Put Down']",COMPLETED
s1980,448,"['Pick Up', 'Forward', 'Turn Right', 'Forward', 'Put Down']",COMPLETED
s1980,449,"['Forward', 'Turn Left', 'Pick Up', 'Backward', 'Turn Right', 'Forward', 'Forward', 'Turn Left', 'Put Down']",ERROR
s1980,449,"['Turn Right']",ERROR
s1980,449,"['Forward', 'Turn Right', 'Turn Left']",ERROR
s1980,449,"['Forward', 'Turn Right']",ERROR
s1980,449,"['Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Put Down']",.
s1980,449,"['Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Turn Right', 'Put Down']",.
s1980,449,"['Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Turn Right', 'Put Down']",.
s1980,449,"['Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Turn Right', 'Put Down']",ERROR
s1980,449,"['Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Turn Right', 'Put Down']",ERROR
s1980,449,"['Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Turn Right', 'Put Down', 'Turn Left', 'Forward', 'Forward', 'Pick Up', 'Turn Right', 'Put Down']",.
s1980,449,"['Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Turn Right', 'Put Down']",.
s1980,449,"['Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Turn Right', 'Put Down', 'Turn Left', 'Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Put Down']",.
s1980,449,"['Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Turn Right', 'Put Down', 'Turn Left', 'Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Turn Right', 'Put Down']",.
s1980,449,"['Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Turn Right', 'Put Down', 'Turn Left', 'Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Turn Right', 'Put Down', 'Turn Left', 'Forward']",ERROR
s1980,449,"['Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Turn Right', 'Put Down', 'Turn Left', 'Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Turn Right', 'Put Down', 'Turn Left', 'Forward', 'Pick Up', 'Backward', 'Turn Left', 'Put Down']",.
s1980,449,"['Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Turn Right', 'Put Down', 'Turn Left', 'Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Turn Right', 'Put Down', 'Turn Left']",ERROR
s1980,449,"['Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Turn Right', 'Put Down', 'Turn Left', 'Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Turn Right', 'Put Down', 'Turn Left']",.
s1980,449,"['Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Turn Right', 'Put Down', 'Turn Left', 'Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Turn Right', 'Put Down', 'Turn Left', 'Forward', 'Pick Up', 'Backward', 'Turn Left', 'Put Down']",.
s1980,449,"['Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Turn Right', 'Put Down', 'Turn Left', 'Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Turn Right', 'Put Down', 'Turn Left', 'Forward', 'Pick Up', 'Turn Left', 'Put Down']",COMPLETED
s1980,479,"['Forward', 'Forward', 'Forward', 'Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Put Down']",.
s1980,479,"['Forward', 'Forward', 'Forward', 'Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Turn Right', 'Put Down']",.
s1980,479,"['Forward', 'Forward', 'Forward', 'Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Turn Right', 'Put Down', 'Turn Left']",ERROR
s1980,479,"['Forward', 'Forward', 'Forward', 'Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Turn Right', 'Put Down', 'Turn Left', 'Turn Right', 'Pick Up']",.
s1980,479,"['Forward', 'Forward', 'Forward', 'Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Turn Right', 'Put Down', 'Turn Left', 'Turn Right', 'Backward', 'Turn Left']",.
s1980,479,"['Forward', 'Forward', 'Forward', 'Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Turn Right', 'Put Down', 'Turn Left']",.
s1980,479,"['Forward', 'Forward', 'Forward', 'Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Turn Right', 'Put Down', 'Turn Left', 'Forward', 'Turn Left', 'Pick Up']",.
s1980,479,"['Forward', 'Forward', 'Forward', 'Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Turn Right', 'Put Down', 'Turn Left', 'Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Turn Right', 'Put Down', 'Turn Left', 'Pick Up']",.
s1980,479,"['Forward', 'Forward', 'Forward', 'Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Turn Right', 'Put Down', 'Turn Left', 'Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Turn Right', 'Put Down', 'Turn Left', 'Pick Up', 'Turn Left', 'Put Down']",.
s1980,479,"['Forward', 'Forward', 'Forward', 'Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Turn Right', 'Put Down', 'Turn Left', 'Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Turn Right', 'Put Down', 'Turn Left', 'Pick Up', 'Forward']",ERROR
s1980,479,"['Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Turn Right', 'Put Down', 'Turn Left']",ERROR
s1980,479,"['Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Turn Right', 'Put Down']",.
s1980,479,"['Forward', 'Forward', 'Turn Right']",ERROR
s1980,479,"['Forward', 'Forward', 'Forward', 'Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Turn Right', 'Put Down', 'Turn Left', 'Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Turn Right', 'Put Down']",.
s1980,479,"['Forward', 'Forward', 'Forward', 'Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Turn Right', 'Put Down', 'Turn Left', 'Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Turn Right', 'Put Down', 'Turn Left', 'Pick Up', 'Forward']",ERROR
s1980,479,"['Forward', 'Forward', 'Forward', 'Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Turn Right', 'Put Down', 'Turn Left', 'Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Turn Right', 'Put Down', 'Turn Left', 'Pick Up', 'Backward', 'Put Down']",COMPLETED
s1980,475,"['Pick Up', 'Turn Right', 'Put Down', 'Jump', 'Jump', 'Jump', 'Jump', 'Jump', 'Pick Up', 'Turn Right', 'Put Down', 'Jump', 'Turn Left', 'Pick Up', 'Turn Right', 'Jump', 'Put Down']",COMPLETED
s1980,460,"['Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Pick Up', 'Turn Right', 'Put Down', 'Jump', 'Jump', 'Jump', 'Jump', 'Forward']",COMPLETED
s1980,461,"['Pick Up', 'Turn Right']",.
s1980,461,"['Pick Up', 'Turn Right', 'Forward', 'Put Down']",.
s1980,461,"['Pick Up', 'Turn Right', 'Forward', 'Put Down', 'Backward']",.
s1980,461,"['Pick Up', 'Turn Right', 'Forward', 'Put Down', 'Backward', 'Turn Left', 'Forward', 'Pick Up']",.
s1980,461,"['Pick Up', 'Turn Right', 'Forward', 'Put Down', 'Backward', 'Turn Left', 'Forward', 'Pick Up', 'Turn Right', 'Turn Right', 'Turn Left']",ERROR
s1980,461,"['Pick Up', 'Turn Right', 'Forward', 'Put Down', 'Backward', 'Turn Left']",ERROR
s1980,461,"['Pick Up', 'Turn Right', 'Forward', 'Put Down', 'Backward', 'Turn Left', 'Forward', 'Pick Up']",.
s1980,461,"['Pick Up', 'Turn Right', 'Forward', 'Put Down', 'Backward', 'Turn Left', 'Forward', 'Pick Up', 'Backward', 'Turn Right', 'Forward', 'Forward', 'Put Down']",.
s1980,461,"['Pick Up', 'Turn Right', 'Forward', 'Put Down', 'Backward', 'Turn Left']",ERROR
s1980,461,"['Pick Up', 'Turn Right', 'Forward', 'Put Down', 'Backward', 'Turn Left']",.
s1980,461,"['Pick Up', 'Turn Right', 'Forward', 'Put Down', 'Backward', 'Turn Left', 'Forward', 'Pick Up']",.
s1980,461,"['Pick Up', 'Turn Right', 'Forward', 'Put Down', 'Backward', 'Turn Left', 'Forward', 'Pick Up', 'Backward', 'Turn Right']",.
s1980,461,"['Pick Up', 'Turn Right', 'Forward', 'Put Down', 'Backward', 'Turn Left']",ERROR
s1980,461,"['Pick Up', 'Turn Right', 'Forward', 'Put Down', 'Backward', 'Turn Left', 'Forward']",.
s1980,461,"['Pick Up', 'Turn Right', 'Forward', 'Put Down', 'Backward', 'Turn Left', 'Forward', 'Pick Up']",.
s1980,461,"['Pick Up', 'Turn Right', 'Forward', 'Put Down', 'Backward', 'Turn Left', 'Forward', 'Pick Up', 'Backward']",.
s1980,461,"['Pick Up', 'Turn Right', 'Forward', 'Put Down', 'Backward', 'Turn Left', 'Forward', 'Pick Up']",.
s1980,461,"['Pick Up', 'Turn Right', 'Forward', 'Put Down', 'Backward', 'Turn Left', 'Forward', 'Pick Up', 'Turn Right', 'Turn Right']",.
s1980,461,"['Pick Up', 'Turn Right', 'Forward', 'Put Down', 'Backward', 'Turn Left', 'Forward', 'Pick Up']",.
s1980,461,"['Pick Up', 'Turn Right', 'Forward', 'Put Down', 'Backward', 'Turn Left', 'Forward', 'Pick Up', 'Turn Right']",.
s1980,461,"['Pick Up', 'Turn Right', 'Forward', 'Put Down', 'Backward', 'Turn Left', 'Forward', 'Pick Up']",.
s1980,461,"['Pick Up', 'Turn Right', 'Forward', 'Put Down', 'Backward', 'Turn Left', 'Forward', 'Pick Up', 'Turn Right']",.
s1980,461,"['Pick Up', 'Turn Right', 'Forward', 'Put Down', 'Backward', 'Turn Left', 'Forward', 'Pick Up', 'Turn Right']",.
s1980,461,"['Pick Up', 'Turn Right', 'Forward', 'Put Down', 'Backward', 'Turn Left', 'Forward', 'Pick Up', 'Turn Right']",.
s1980,461,"['Pick Up', 'Turn Right', 'Forward', 'Put Down', 'Backward', 'Turn Left', 'Forward', 'Pick Up', 'Turn Right']",.
s1980,461,"['Pick Up', 'Turn Right', 'Forward', 'Put Down', 'Backward', 'Turn Left', 'Forward', 'Pick Up', 'Turn Right']",.
s1980,461,"['Pick Up', 'Turn Right', 'Forward', 'Put Down', 'Backward', 'Turn Left', 'Forward', 'Pick Up', 'Turn Right']",.
s1980,461,"['Pick Up', 'Turn Right', 'Forward', 'Put Down', 'Backward', 'Turn Left', 'Forward', 'Pick Up', 'Turn Right']",.
s1980,461,"['Pick Up', 'Turn Right', 'Forward', 'Put Down', 'Backward', 'Turn Left', 'Forward', 'Pick Up', 'Turn Right']",.
